Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene6585	93640.69526	100300.5923	94878.10293	96619.2471	94203.34278	96866.3128	94663.06453	94305.26609
Gene1463	64702.11727	55944.88876	90667.01568	160163.1916	62340.52853	57915.84381	89978.99054	183754.0507
Gene10053	101787.5817	98202.08654	102341.1733	92469.12835	86298.20804	99446.61105	91851.6022	92911.88157
Gene12679	85789.79938	85752.70039	106130.0783	103356.5258	81033.57643	95385.38994	103780.7064	103837.3833
Gene5030	94775.19122	86160.48281	94825.41374	102799.5533	93656.85165	101163.0549	96793.22522	94468.46407
Gene7276	98914.21777	82879.48855	95385.9353	88958.50841	104052.3295	106106.9532	96565.30781	90332.34187
Gene12743	98931.15151	80248.17759	97497.01376	97687.61129	97775.89169	95568.86605	97000.38943	98196.3681
Gene3026	122787.9538	131545.4303	67660.7726	53012.52699	140094.4844	117711.3652	72586.82211	57024.79779
Gene2489	141983.8994	95152.38057	69761.82503	71732.14307	147225.6066	92432.27614	76467.48288	67389.59519
Gene13301	92347.30844	71869.07779	84559.73033	105712.6112	91892.73962	122870.1069	84618.00742	107891.8359
Gene3621	103689.8513	72542.82634	102876.2104	82614.3774	106964.9559	106734.152	96927.14867	89155.73074
Gene4232	96456.53357	87140.79814	95888.15527	99356.15309	100039.4887	89712.23807	94919.21326	96995.01548
Gene1047	91144.456	50356.13327	99968.99148	136966.9676	90844.12728	73556.95794	93239.4118	123955.0763
Gene5388	97050.49747	69151.9037	93026.74044	92880.10783	110412.9073	95780.064	93536.0227	107060.6542
Gene4547	127556.0325	113489.605	90990.17311	65561.39435	93051.29307	88183.07749	103970.3744	74981.00799
Gene5083	99617.06107	93937.18708	86941.50036	90098.42073	103572.8029	109149.0016	92418.71186	80190.86304
Gene9167	95495.59108	107022.4305	87664.1234	93812.50672	92375.28364	100821.1405	89472.69407	88258.59508
Gene11942	94308.04103	116019.3457	93701.1106	81624.36871	98013.66897	91274.19562	92771.28634	87034.62537
Gene13438	99475.66926	66430.19549	92809.09775	93227.48393	108762.8346	103295.7585	96187.84011	94061.2857
Gene11421	89785.46214	109877.151	98352.59217	81808.13838	86707.21437	105275.6077	101653.8267	80638.66398
Gene6565	94324.40343	97870.83593	89085.76954	89136.30773	101235.0189	99410.96312	95419.25769	87112.34921
Gene8124	77811.10594	118079.0329	107967.7442	73113.83409	78981.52487	103371.4896	114031.8815	80086.31404
Gene12375	43352.85021	82719.50161	187441.116	90258.41386	39369.53272	85591.44188	126700.0438	96965.56336
Gene620	68699.28237	107771.2381	106283.2611	93487.98159	69809.05815	126328.0613	91498.65143	88404.56637
Gene3018	115350.5843	106717.9998	89196.82124	64919.15572	111661.4073	101509.5088	94821.71843	64171.72307
Gene13221	99774.57217	82137.23688	94868.68395	90198.90785	98341.12971	94654.49139	94629.76534	93092.98532
Gene11892	104794.0682	109895.5691	75328.29418	83368.45016	111677.7485	101002.2067	78215.90419	82608.22514
Gene7234	91484.10302	97102.1317	94284.758	91387.97211	96420.28961	92454.54109	93133.63946	88771.92237
Gene712	14570.76967	147041.5347	115234.0429	49554.23211	19248.08582	184304.2759	134482.1187	80283.15069
Gene4548	116359.8219	135540.2124	94377.12336	57556.67799	94345.10762	96066.09578	92084.46428	57725.35923
Gene11612	102528.5164	99839.16076	87468.23318	83415.93792	101559.7976	92247.44318	88414.04509	88286.52719
Gene3016	108165.6818	112774.0173	88536.85002	70666.4363	108281.7557	95343.3394	91336.33942	67833.87597
Gene3479	78276.83033	78682.73044	98778.07085	108232.6857	73529.06489	87870.15291	97786.28879	118243.9041
Gene327	85595.37416	104958.3473	113036.2139	65418.63498	80265.98898	104561.8455	112615.5848	73954.32223
Gene7397	91527.64604	104643.8235	96247.2544	75477.31262	107561.678	84881.87608	90761.46622	87696.65915
Gene10710	86712.13119	79073.52656	91771.14987	90537.11073	93482.74107	94608.79623	109181.3066	93428.85105
Gene5231	86274.71948	92004.44757	93738.74727	100448.1777	83709.43603	91241.0273	95677.68758	95543.78632
Gene12219	76225.20141	100326.8792	92808.975	94091.71318	79117.65858	105788.8005	92323.3989	97139.53601
Gene11747	82604.36925	93657.80735	94133.23965	100747.2618	86724.89524	89498.39293	91270.55992	98396.47018
Gene12916	99100.99041	77410.37237	90863.34173	92499.92182	101931.8523	95562.69283	85243.84768	92243.79026
Gene8990	165013.559	15612.3338	68847.72509	85669.61125	137836.0876	96287.16165	80702.38754	83886.40008
Gene2619	111395.8277	62309.90681	87764.80421	94171.86387	114783.8416	61711.75064	99027.12982	102308.9067
Gene4971	95438.14161	77758.68212	111295.9833	84529.3534	79643.54849	84234.74532	111539.7815	88616.56645
Gene12080	100717.5861	92430.48172	90781.06956	80147.29859	101536.0803	101178.4813	87628.66482	78439.00734
Gene9478	103775.6749	75151.78097	80734.6905	105823.0013	105711.7134	71615.0392	84401.70418	105427.0394
Gene10822	92652.6841	79080.84751	86486.90087	98240.97198	96223.65098	91041.22148	91254.96825	97621.82848
Gene5641	79940.7952	112708.5464	99809.36871	93948.06159	81424.02738	70919.29288	95940.05792	95949.87373
Gene8599	105886.7528	74464.49976	95290.74011	99928.04444	97605.62839	73384.75879	92571.53064	90464.79889
Gene5952	83034.01328	90950.2762	97859.71895	92477.3322	87070.35495	87902.43141	93447.04813	96598.85086
Gene6348	98202.04532	96813.54413	92519.47834	84977.38538	100505.9917	88097.41226	88189.54753	78172.51748
Gene12728	97415.90192	69138.69177	97994.85308	81447.07897	99128.24501	106897.2655	93473.49948	81605.47075
Gene10208	96123.46211	62555.58066	88574.0597	93110.31373	93996.84999	96865.49924	89519.32548	104955.6799
Gene756	81787.09925	152308.2604	82141.11469	63643.66211	58218.863	133486.5825	86548.6934	67017.25992
Gene2694	113752.5081	53890.23905	73961.77611	114347.8951	97077.14297	47116.74038	86946.17257	137808.2381
Gene4791	106761.3841	78512.09919	103571.1694	78651.52131	83812.50126	85567.39928	100363.0135	87605.5946
Gene2423	129692.9009	75117.94204	78788.40693	72817.56132	130732.2132	75767.27623	90965.29298	70487.6421
Gene834	71403.98258	117288.9676	112655.9772	75730.00382	57971.93812	101850.2645	110587.0734	76222.00984
Gene12636	113865.8793	33988.07696	49480.40918	119497.3986	95893.05841	135035.5999	56009.59927	119342.2088
Gene11563	99577.28888	103156.3884	80370.16243	87111.96342	99571.51659	90679.43599	80655.37867	81980.93297
Gene5575	88057.30378	89670.11588	89270.39191	91949.31623	93551.15901	89199.74098	87777.19474	93499.94173
Gene12104	112487.66	93172.55099	99193.64757	61736.81809	92596.41608	91885.74731	98563.92655	70521.10562
Gene5693	83887.15884	64282.4388	98842.00235	107009.9969	86278.93587	79072.72318	92728.92979	106612.1062
Gene9879	90358.12481	92060.55555	88292.16881	89992.97249	95211.41045	85627.80759	87599.90569	88855.52984
Gene9328	85758.40988	87668.35501	93828.26672	92762.69716	92287.50075	88242.1638	87701.68679	89223.81743
Gene10365	40209.95612	93971.58747	172738.9214	41302.27659	40628.67936	182049.3184	78030.96298	68371.85995
Gene3935	99293.38443	90665.02985	82361.25239	85338.34777	101423.251	88526.20143	85526.37699	83771.40383
Gene8458	114403.0217	56611.31538	84692.11824	81224.66643	89711.99418	87847.52346	117232.4546	84983.1618
Gene9615	103172.071	104785.2224	92741.50398	65862.72818	94334.72405	91727.55523	90263.38154	73403.43756
Gene7969	87239.50562	111258.172	99773.0667	75456.44301	83294.6443	88096.59414	95008.31356	74419.34067
Gene3328	92841.74286	74226.48093	97340.00995	90338.53323	94771.81784	77621.72609	100920.2894	86217.20567
Gene3669	103637.5472	139171.9029	81295.46162	56142.52468	94069.30322	95877.88077	87225.32382	55146.82693
Gene11904	90955.57551	101188.651	91278.87142	80089.27347	84290.05657	84684.27501	91731.3487	87535.16338
Gene7278	93093.66916	84323.91211	84532.49321	88926.78394	94407.94522	91989.66048	87040.23878	86760.21207
Gene8710	106763.367	141425.9678	79672.65721	48994.22121	108690.6891	92509.82	83819.51497	49046.69424
Gene10475	109459.6551	67978.13833	89541.09807	93844.84815	97435.546	73265.76447	89926.05404	89075.71512
Gene12167	101048.0777	30888.50406	171864.4546	79402.35209	38191.24629	38834.00292	162311.6048	87563.00475
Gene11069	77554.7438	97413.17167	92539.92954	72445.06997	87401.46265	116651.9856	87946.60484	78094.28041
Gene13732	88248.05336	86026.03474	85316.30939	94831.98318	89672.98975	84813.94086	86597.42829	94533.24446
Gene4403	112919.164	67575.90619	80682.50817	94131.11041	80856.85968	84609.31165	103807.2869	85215.80417
Gene4701	89941.45701	97590.28118	84291.40638	89439.79811	94141.22253	79299.55459	90290.12441	84744.2901
Gene796	72097.19729	127454.1955	95628.60881	75209.46983	67255.22737	110494.6634	94706.63682	66889.7732
Gene5013	50192.07916	87466.19338	111399.652	157511.0258	67083.06384	31700.60587	55304.31828	147946.5596
Gene12497	126244.0511	79561.63623	90631.86611	56721.60587	75193.8794	100105.2605	101710.8563	77985.92335
Gene4974	91219.85991	77021.18862	100774.0114	82337.46774	86842.45583	82569.24006	98958.17635	86966.59774
Gene11509	91900.3979	109217.8669	90187.56225	72036.57729	86273.44196	85940.32725	92980.45851	76494.15335
Gene6421	98242.20008	77443.3576	89006.51521	70189.75268	97899.20864	83415.12317	104591.2564	83270.95229
Gene3805	89113.13074	88047.67531	100783.9846	92260.83127	81039.24857	63222.03997	96437.98696	92601.63409
Gene11842	112201.3291	85700.45587	82253.42619	81808.30132	67184.82829	93547.89422	90616.07664	88904.88735
Gene3176	121152.8082	100194.8336	67608.93356	55089.99509	114369.9913	110700.4337	83242.43214	49220.46467
Gene11931	104954.2323	86761.36136	72317.07902	73721.24462	110932.5213	96879.84428	75067.71133	80409.63825
Gene11759	87712.98073	107451.7941	87090.71646	84536.4806	78141.62033	75115.03568	82704.83873	97398.75321
Gene7668	85397.14406	96565.98216	94464.60151	86836.60042	79518.65694	88141.03651	91750.15134	77204.501
Gene10579	73176.57437	76359.82502	89888.23575	85754.00046	66681.22588	103692.4735	110173.7006	93930.02358
Gene4254	109730.7441	97414.9345	78138.43939	73948.42146	104438.2164	86384.86092	78183.141	70312.62312
Gene13258	84595.77247	84594.54663	80185.74024	96225.82734	91384.34656	86143.6019	80105.09361	93870.69594
Gene2859	91056.04705	100795.91	94315.74472	51246.27885	102781.3291	104445.888	92620.99976	58654.95853
Gene2723	112831.3769	82376.96829	104059.5223	41799.63364	111854.1749	90423.60975	100178.441	52335.82286
Gene4660	88555.574	91931.40385	84586.32886	82436.36868	86707.41395	89938.56367	85196.79539	86421.48298
Gene2482	117175.3721	72158.1833	81463.77525	74626.44349	121295.2787	73700.8195	83460.4575	69916.49028
Gene7386	89597.64369	77482.54843	90045.82707	88096.26696	92042.5059	90200.30373	87798.32739	77985.62519
Gene12082	68540.58996	98963.43445	93301.74755	78190.31233	74144.70355	102683.0298	93984.77256	82870.62093
Gene6369	70747.81807	91075.03042	96016.13127	86664.18833	81674.58938	89831.5831	88138.78222	87438.82996
Gene4909	76524.28226	72284.0789	88663.64648	95713.57554	78691.23618	82795.75623	87660.84517	108280.7513
Gene4501	73279.52472	82356.55078	103234.7316	93499.53852	74844.12316	74011.05029	94697.89454	93623.6177
Gene3009	123822.4489	96586.90612	70910.90666	43712.82514	117398.4152	110774.7556	80503.09271	45546.20319
Gene5057	89992.58205	89376.76429	80713.35219	87453.70648	87864.59322	92536.22384	85934.7324	75266.75392
Gene4894	97882.04067	75705.96857	93472.38444	76905.3298	96105.11186	81994.97706	94955.89008	71629.31541
Gene7279	95647.8759	84221.46534	85433.74274	84057.24006	89374.89444	88668.94046	78550.84899	82557.46402
Gene8715	98925.58555	120602.8564	87952.97157	59913.35992	60680.60986	102886.1507	89057.55162	66544.53932
Gene679	50672.3225	109549.2395	123127.9665	65456.95209	49663.90912	101816.4959	105022.831	79473.96011
Gene10538	87620.79275	100363.3515	80667.77625	80726.62259	89588.71193	79784.85552	83415.76187	79525.45341
Gene10548	91550.57187	81373.98142	79496.23095	87950.07568	96175.27271	77916.15555	77626.09425	89383.53855
Gene7987	74128.73218	86221.89084	85963.98681	92627.06194	88788.32905	83532.23086	79053.15787	89081.2582
Gene13276	86970.57578	85277.7303	89238.31794	75842.63765	88517.94627	80508.38634	88998.05382	83515.47839
Gene8826	99052.63706	85823.57862	75580.04578	70286.38048	97075.78554	95863.09923	89416.6486	65250.97405
Gene2785	92917.58582	145976.1383	69531.25336	37026.27876	110412.5639	109397.9544	64979.01303	44541.31339
Gene9429	88711.74288	61535.0155	92419.7478	76402.31614	86078.13289	89653.86568	95598.85349	84185.74252
Gene4474	72105.46365	105044.1978	83567.40787	77958.73249	72881.72722	105206.328	83938.67951	73277.81845
Gene3598	87159.0031	54392.18746	90922.20869	90608.48095	81905.5988	82630.21551	89618.85561	95395.46989
Gene12949	98472.99256	72591.25899	106004.0892	73934.94083	72068.56704	66322.5851	114390.99	68827.41992
Gene6015	82511.40875	104043.2567	93740.42143	75198.39087	75207.28701	83820.74205	81941.62125	74594.39444
Gene10980	98155.40584	99772.14203	76361.51068	66775.89629	96754.77282	82891.53322	83232.35003	66673.7036
Gene11022	99039.64537	80126.24828	79865.99608	76489.27139	94952.48388	83305.48407	76726.10723	78970.96717
Gene2973	118556.4917	102761.0813	72038.52154	41663.12059	101949.6969	98298.62802	92589.1133	40234.59034
Gene261	84265.92458	156215.7682	85342.46206	27229.36612	54476.03359	143815.0906	92684.53873	23830.31358
Gene107	55581.74575	97808.08673	106074.6553	87965.91368	50669.39736	87035.98737	97506.16613	84842.79228
Gene11846	90205.43213	93688.9483	94246.7864	73405.52722	61629.27655	76083.85884	90874.19391	87210.25904
Gene265	82397.21937	121005.3732	80468.00946	54909.08109	83500.19184	115821.279	79508.16986	49479.9268
Gene8174	79733.15162	71404.10184	93620.18247	78156.23691	79082.21378	85549.1341	90158.35108	88718.44156
Gene7669	82640.87221	101050.7167	85592.61828	72160.36057	82311.52144	80939.09203	86895.76107	74744.74538
Gene2092	63101.57434	74550.70622	114376.1984	80064.03305	61342.7043	76746.81349	109351.4005	86598.60319
Gene5310	94111.09095	111345.4637	92152.24901	58271.17206	48942.00135	110112.9396	94178.78174	56641.53952
Gene10425	91517.1895	91384.51232	81785.04498	66943.8738	91062.6028	92746.68382	82293.54468	67986.83962
Gene13068	76583.47638	78333.17282	80308.84619	92374.44685	79439.22099	85002.179	81001.50454	91989.6306
Gene2630	103566.2519	52771.83347	80001.87401	107285.3207	93019.42463	49044.53202	91581.12396	87751.88546
Gene8311	74774.90733	95172.1555	73705.36642	68937.12566	92892.8874	96361.1112	93085.47042	70052.35383
Gene9387	83797.20241	101578.1248	86571.68062	62948.88261	70380.59805	108163.5492	76362.33954	74357.43761
Gene10382	77920.89179	63538.00694	90267.51262	98520.01579	72341.11082	76548.4851	82819.20234	101763.4913
Gene3485	97073.18224	78938.35894	80776.2228	75440.6013	94123.37622	86556.57411	76685.5998	74094.87604
Gene8117	84253.50158	78733.47171	86403.63284	80745.7991	84071.35497	81196.97392	85890.64006	82077.56303
Gene3624	84276.71096	76753.24337	82271.22336	83368.77609	86629.8006	90030.35324	78772.1477	80916.90742
Gene423	43881.92387	110539.4768	127646.4751	63746.60824	40490.68073	110546.0277	101039.4025	64609.09252
Gene8668	91945.99843	132179.6218	77243.00164	45176.15962	102063.9251	87144.02729	78926.79583	47594.89847
Gene13222	84162.63767	82949.38047	85375.22803	75078.65105	84345.30964	89244.34181	83813.875	76472.83106
Gene5167	94445.82836	96806.9534	85711.83934	63394.30293	78070.55613	88297.24594	85596.99181	68305.5115
Gene10553	81744.44632	87559.62944	78547.31314	84322.8239	82814.48499	84621.15643	71540.67268	86843.29181
Gene5237	90183.33542	101863.2844	67987.45405	67134.64081	90811.02457	96992.25906	74225.33691	68339.46103
Gene1118	74106.51953	47800.731	93034.0881	105697.1175	78332.46205	63071.75231	86972.09222	108203.4168
Gene9196	89899.14745	87418.06915	77783.30771	66885.73617	88685.89993	99579.54013	80043.12392	66142.53791
Gene4046	85075.48114	103103.9035	90825.6593	66015.67416	59145.56978	85301.65136	92246.32826	72658.18607
Gene9053	88553.14383	96651.60668	67495.63046	58592.96179	91020.48526	129099.3307	69386.48481	52391.05763
Gene12657	80334.43366	77557.4995	81187.23176	82859.01321	80711.98713	83264.02875	81468.9974	84404.90966
Gene1258	59338.00003	73187.47132	88343.29574	104925.6144	68905.16266	65347.00058	83705.49691	107805.0351
Gene6569	93469.19721	74094.88739	75289.46489	76468.34942	100746.7109	74223.27162	77191.61907	80026.11488
Gene3527	75035.52046	56631.38632	94201.32312	85470.62091	72521.84892	81627.17797	94489.67902	90453.4124
Gene9882	79191.63083	75180.9902	81996.50031	82002.3783	79098.47561	83597.55893	84782.65724	84085.04086
Gene2783	92082.48187	93770.63968	64104.9313	55265.10658	102005.1437	104573.9264	75614.43724	62423.96819
Gene11897	85499.77015	86209.6172	83022.21248	77429.60107	70915.31773	76603.34777	85864.45161	83705.13707
Gene10547	87453.92265	84127.99481	76649.11139	78955.28958	88272.07137	76111.75374	74464.64336	82278.82019
Gene2181	52994.58793	97309.3783	112083.7115	63836.67695	47453.79262	92528.14633	102016.6938	79873.42326
Gene3850	88196.77038	76822.73421	84362.17191	67668.22022	87600.93407	94382.37334	82231.48834	65619.12331
Gene1270	64935.07535	73754.1768	84315.2392	113480.5828	59668.06024	62263.61905	82094.23807	105521.8967
Gene2886	88609.03799	93233.13442	74317.6526	61088.11937	98777.50406	86832.37983	82139.38328	60383.33581
Gene9763	84327.08377	61978.74041	80376.58013	68674.8736	85948.12016	99579.76142	91747.83229	72375.06893
Gene1404	71601.44765	33904.8528	86287.27856	121268.5737	68613.60257	64796.43545	80960.83467	116644.7666
Gene2910	101864.6086	101817.0232	69570.63085	48283.55356	109152.0054	88747.77392	71995.3738	51659.75909
Gene4486	66020.11867	70531.28529	102825.5239	89302.35557	66640.04323	70058.31504	87648.76383	90030.43348
