	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
6547	Gene6547	8760.20493	7848.650546	8174.14929	7672.986239	11446.94996	11525.9179	8269.129083	8600.323375
12456	Gene12456	9501.828399	9366.814844	8586.944801	9451.212111	9550.259177	8138.354388	8830.233082	8856.519082
3856	Gene3856	10205.69232	7640.368492	10106.78373	9233.463243	9208.543601	9408.23768	6900.616517	9577.062967
1551	Gene1551	4790.788903	5086.568424	3585.244477	4862.300851	10625.21106	9070.022738	17281.76342	16955.94417
6829	Gene6829	8747.931815	8866.134543	10508.2654	9896.096464	9522.633387	9078.187302	7639.844953	7987.962591
993	Gene993	8438.2229	7653.365138	6225.045466	7016.297108	8208.066285	8357.132569	13395.14393	12920.47845
5680	Gene5680	6887.264776	8125.121719	9732.294936	9134.5851	11171.10673	8656.485587	8821.739558	9656.135208
9780	Gene9780	9614.215383	9587.10108	6145.183984	8530.540131	8890.125517	8519.667465	10196.85351	10701.00348
7524	Gene7524	9146.017465	11216.1276	9979.145923	10300.03636	8293.213234	8837.66216	7438.509466	6971.646942
10455	Gene10455	7284.922629	8175.533761	6955.556701	8655.381166	10852.93436	9271.457256	10486.76024	10492.63071
257	Gene257	7840.882798	7101.314869	11935.44387	12874.94826	8879.59969	8932.427022	7289.816887	7319.415749
1217	Gene1217	3672.726081	3394.122003	3252.109749	3291.820182	7890.688542	6982.236085	21304.02484	22384.18389
1351	Gene1351	4916.254967	3673.714324	7399.029935	7041.65987	11921.5469	9069.738496	13752.07112	14394.42989
10532	Gene10532	9257.809851	9197.647715	7392.76947	9213.578718	9068.050926	8848.966863	9484.718059	9692.797478
3084	Gene3084	11674.81753	12637.07362	13565.67487	12685.95488	5458.074358	5761.385246	5698.387814	4668.790552
7878	Gene7878	9687.505516	8613.590418	7964.638332	9818.811013	8798.38189	9517.773767	7837.965332	9896.522936
6073	Gene6073	7781.348628	8196.939914	10188.44101	8810.519538	10603.17453	9751.114456	8750.547952	8017.181153
9188	Gene9188	7886.818686	8759.07291	9507.138651	7013.238738	9216.733086	9028.098733	10524.23077	10163.45262
4106	Gene4106	8406.61219	8719.273801	8527.492796	9524.652368	10028.52419	9009.012633	8837.922404	9015.611642
5493	Gene5493	7538.705174	8489.539182	9798.536565	10877.08685	8396.573534	9756.279552	7539.181832	9642.670318
6085	Gene6085	6127.840173	3656.162868	7529.908412	9701.160074	7676.079818	8606.107732	18675.65945	10049.80048
5110	Gene5110	12282.96688	10113.81442	9867.42058	7626.612781	7206.060074	8105.75972	9909.448207	6895.902147
6394	Gene6394	10594.29644	7361.287096	10920.56977	9579.751989	10411.59208	8705.709204	7395.704254	7038.196781
13256	Gene13256	9770.763675	8288.210872	8266.961499	6611.431706	10141.65759	8769.89019	9552.401589	10604.79226
13172	Gene13172	7583.520944	9046.75953	8466.78038	8100.772415	7745.461809	10620.60382	10634.94068	9804.315599
260	Gene260	10523.89944	8135.077172	11993.25634	13607.22351	6790.147746	7537.733261	6563.250388	6847.976521
374	Gene374	9074.314176	6599.050485	12658.19927	12158.22472	9125.199286	8468.314392	6297.259417	7617.976249
6719	Gene6719	9119.95573	9562.929554	9315.047726	9015.514096	9534.105185	9230.62576	8242.139927	7974.78123
7217	Gene7217	9465.738588	7816.632659	10701.71041	10369.88354	7616.559432	7488.755596	8901.618521	9619.471257
5801	Gene5801	9454.667407	11193.85576	7175.048056	10422.12663	7220.682808	6933.608892	9867.799158	9695.269305
8154	Gene8154	10307.91301	9040.032022	5390.698596	10564.93894	9019.943123	8417.921167	9371.119324	9846.545489
9491	Gene9491	7946.349189	11994.125	9077.290692	11378.01285	6978.308245	6204.285821	8469.789397	9896.571915
829	Gene829	7293.023066	7243.689624	14578.66126	13741.85119	8381.238183	8048.502504	5976.97164	6680.062106
6568	Gene6568	10194.38072	9882.475286	9074.286071	9628.90827	7803.046652	9045.222059	8347.628125	7952.92876
8839	Gene8839	7527.021791	7126.440938	9644.183093	10366.35864	11324.96949	9615.597244	7573.612743	8743.513483
10236	Gene10236	9702.509438	9326.827006	10120.74222	8327.147271	8687.847831	8642.372088	8695.0689	8418.035861
1353	Gene1353	7325.997328	6332.405166	7864.024668	7589.095311	9225.871303	8219.951915	12426.12708	12929.73898
7652	Gene7652	10124.05059	10121.97498	8687.698607	7901.927912	9689.060764	9634.18726	7956.160097	7797.712948
13593	Gene13593	13489.46997	10720.40546	5711.387484	18619.31543	6567.479558	7605.031164	5241.905428	3950.104877
3566	Gene3566	8546.399369	9809.189074	9238.768476	8606.406611	8722.107464	9418.159975	8619.003167	8924.07603
1924	Gene1924	6805.821828	7754.997939	6266.513993	8522.842992	8339.553688	8525.212143	12374.96029	13277.59466
13147	Gene13147	9434.545395	9243.714156	8035.473659	9331.546893	8306.078538	10158.20741	9224.501221	8131.737319
3245	Gene3245	9114.599907	6848.232033	7879.434842	8095.612306	11697.85118	9320.067856	8812.461721	10087.71929
7728	Gene7728	9238.475128	9026.733873	9661.021575	9862.529606	8202.817074	8896.132611	8609.344905	8351.631178
3500	Gene3500	12636.43147	7580.551122	8351.093611	13389.53404	8033.567085	9038.273187	5876.963502	6925.424908
2117	Gene2117	3355.663212	2183.869714	2493.347382	7553.827247	15034.86772	12137.74056	12514.69057	16546.78199
10543	Gene10543	7901.113488	9304.807167	9278.262136	8499.407488	7689.488569	9924.416784	9094.726619	10123.98402
4724	Gene4724	5274.527572	5946.874684	11604.20482	20076.37454	11120.59283	6758.991949	4810.723483	6217.174261
11757	Gene11757	14020.52373	7764.879088	11282.52284	9685.718146	8242.285471	8493.862429	5242.129255	7071.136402
6432	Gene6432	9220.214176	8598.913979	10062.12085	9548.829373	8121.565308	8824.767877	8389.729992	9035.686192
965	Gene965	8789.329404	8259.875957	7980.649156	7111.308717	8283.50467	8517.710166	11475.20286	11372.30192
4504	Gene4504	9850.998056	9794.682625	10489.96953	9709.823676	9701.692823	8593.492858	6677.769247	6969.191147
11731	Gene11731	9283.365787	8630.04221	10782.23076	7350.997953	9720.851082	7989.264653	9576.447135	8445.602042
9181	Gene9181	10563.25706	10907.29799	9023.847115	9302.280688	7954.832339	8677.253642	7489.034371	7834.579171
953	Gene953	6754.994726	7136.926825	9573.351281	7990.193823	8699.234893	8487.93517	11039.88354	12066.69011
11316	Gene11316	13535.22437	11293.62997	10186.73193	19197.48514	6017.520268	4977.213423	3259.801805	3281.149958
9410	Gene9410	8026.623874	9755.432432	7102.365853	10444.1627	8118.681275	7332.455648	11815.83428	9152.712742
8467	Gene8467	8159.477907	6537.805814	7173.812573	8769.701836	9978.494402	10799.13931	11545.48631	8746.306275
5003	Gene5003	8530.40248	9587.69167	9246.175556	9856.736452	8895.320599	8252.218388	8624.719644	8712.290047
10063	Gene10063	9135.135429	8254.883184	7674.392372	9241.815451	8523.313334	8786.532237	10274.73998	9810.263417
13071	Gene13071	8206.333849	5477.548031	10826.82428	6864.723137	11058.73685	10133.81083	8347.422748	10785.59567
12371	Gene12371	7882.166123	9019.776157	8812.222306	8974.184204	9425.089105	10752.52437	9090.232292	7742.41745
6910	Gene6910	8285.429679	9022.908547	8180.519872	8927.616166	9038.921872	8964.849416	9794.94372	9466.085331
1677	Gene1677	4572.104278	4378.359294	5828.777601	6817.658104	12612.44069	10908.41269	13805.9961	12757.10156
6019	Gene6019	10707.76787	8130.613749	7813.174201	11218.54235	7088.004855	7623.364827	9981.250679	9085.408365
7999	Gene7999	9630.296558	10465.24409	7244.398133	7854.171352	8635.243542	7901.440553	10401.11537	9500.15434
9951	Gene9951	9841.557271	9183.645853	9490.436194	9800.331142	7253.103926	8839.871529	8469.805032	8750.819437
5384	Gene5384	10204.09465	9708.465151	5330.690326	12100.3188	7392.184445	8172.419765	8866.562994	9851.022908
3885	Gene3885	8496.867888	10080.68042	10107.44163	8215.274313	9480.901188	8339.898747	9236.611189	7647.569263
6552	Gene6552	9599.512641	8980.147073	7096.425329	9678.757145	7551.763519	9655.228702	9645.677373	9395.253197
9656	Gene9656	7816.661373	7796.503861	10757.39756	10588.67878	9820.419004	9812.252355	7540.869994	7461.874236
7166	Gene7166	6497.095333	6455.942407	9942.968235	11197.49097	11691.3944	9305.119973	8752.197918	7746.349786
13541	Gene13541	7187.499749	8216.356662	8732.166707	7828.224646	9469.220107	10009.95673	10054.92145	10087.97158
10886	Gene10886	7754.997364	7741.392574	7574.822577	8662.786288	9650.84436	9056.98718	10036.4499	11103.85159
12247	Gene12247	10245.57379	10676.66518	6968.153308	9592.609553	8110.80743	8123.874644	8167.836028	9665.521764
11179	Gene11179	9086.324407	9040.198212	10943.57444	9524.809249	8590.683177	8749.734464	7812.406564	7794.400409
5999	Gene5999	9027.081289	10382.89965	8983.027701	9938.757798	8369.93959	9363.08911	7082.58198	8385.458543
94	Gene94	4524.431275	5022.695408	10430.63109	8730.483961	11031.31428	11083.89339	10037.43773	10671.43151
11570	Gene11570	8726.842743	8492.663025	9483.269739	9329.614626	7781.883515	7957.747547	10090.95044	9650.584734
1368	Gene1368	7422.16115	8205.582098	6369.995212	6672.136066	8684.009061	8642.97957	12867.33063	12648.99104
2414	Gene2414	13726.16874	18738.94826	8107.395398	8853.364239	5366.769293	6657.150191	5131.380942	4912.813474
2426	Gene2426	15172.15675	12849.29127	5370.696925	5221.035532	7746.725843	9825.677165	8855.642388	6450.641941
13397	Gene13397	8270.134873	8212.180044	8934.157554	6424.798636	10337.19822	10538.65628	10650.06631	8091.749134
10235	Gene10235	4732.483867	5349.530226	8460.190265	8731.372102	11037.66907	12007.90667	6788.77114	14303.06589
348	Gene348	4887.013489	4603.427342	14395.47236	21375.68092	7254.395962	7229.381452	5343.135956	6317.956562
10857	Gene10857	7592.451281	7231.49793	8945.952157	6761.076755	11114.23981	9588.847257	10339.11706	9811.010346
9726	Gene9726	9719.618617	9741.558689	7595.387114	11765.29719	8291.356828	9794.815093	6915.798225	7557.860877
6407	Gene6407	9629.667349	10693.35542	6913.787342	6827.737548	7385.089193	9460.285678	9977.58423	10488.1966
10894	Gene10894	9366.355028	8097.125194	9110.294022	11341.88348	8511.719331	8589.664528	7990.231907	8355.930308
8933	Gene8933	9026.695599	10503.02531	10900.05089	9570.287815	8148.022479	8805.630909	6386.235669	8007.869568
4315	Gene4315	9404.432508	8384.619796	6105.486381	12103.54137	7664.644297	7540.725161	10038.84172	10103.68154
10723	Gene10723	7743.198165	7664.306507	8751.264243	8520.79695	7897.810532	8804.790635	10346.45129	11601.40097
3930	Gene3930	8813.33919	8479.369706	8217.194203	8557.26756	8434.526292	8799.409516	10392.914	9635.896983
6412	Gene6412	7887.067392	7334.28049	10250.94668	9642.467319	8955.189281	7372.245085	8827.295891	11051.00764
3404	Gene3404	9070.155172	8618.552685	8732.552926	9092.361219	9118.413168	8557.629746	8958.912412	9171.623991
5307	Gene5307	11052.96976	6098.968666	11068.38511	13582.38627	8821.86031	8316.813563	5591.925388	6779.815601
1534	Gene1534	7467.219926	7204.045259	7689.808893	5920.430129	9369.620383	8459.724561	12284.23923	12912.70961
6060	Gene6060	7494.887146	8421.120628	9153.339936	8597.915831	9220.285232	8901.120089	10567.21298	8949.473926
2213	Gene2213	5841.164837	4443.132184	6040.94602	5781.408998	13009.65561	13623.16651	12504.55737	10060.69411
985	Gene985	5756.180031	5895.304955	6542.764663	6764.073553	10359.00411	9572.573289	13456.44537	12932.7529
5377	Gene5377	9261.073429	7106.692054	11469.80384	8798.242729	10220.80131	8407.956295	8422.773669	7587.765555
10812	Gene10812	8716.942172	9846.966605	10812.34715	10143.39078	6362.350509	7446.767618	9073.470578	8857.394809
5896	Gene5896	8696.214028	7413.362896	7677.983952	10600.44634	9574.2945	10369.55092	8537.999452	8359.817042
242	Gene242	6622.153497	5736.134697	9803.858692	11931.90165	9884.221033	10339.36862	8850.713838	8059.20453
5400	Gene5400	9348.9705	9040.279463	9345.803546	8598.249014	8868.991921	9387.499331	9003.150844	7622.62508
347	Gene347	5932.697622	7323.673205	12641.06791	16997.17392	8983.060993	7346.351723	6648.208398	5342.236527
5823	Gene5823	9220.427381	8314.487161	8601.451628	8988.091595	10500.25365	9886.855256	7983.622932	7706.640331
12651	Gene12651	9894.950864	9468.72159	14719.54908	8237.237492	10531.87014	8162.918744	5369.77414	4811.371524
3343	Gene3343	7761.25098	7154.168771	9355.992868	9330.574439	9982.511903	8391.003935	9473.427298	9709.258477
10979	Gene10979	9016.870457	7437.151071	9597.197943	7527.630031	7645.072816	7273.157215	12150.91291	10507.13859
7079	Gene7079	4705.869858	4417.659138	11823.13548	12295.69889	13343.10707	9675.172077	6136.113377	8713.014624
11281	Gene11281	8382.223844	9023.660073	8218.412229	9938.145212	8389.859263	8653.178155	9499.128968	8994.173199
5080	Gene5080	8995.249754	9619.30948	9345.438398	6393.525272	9914.403196	9461.119118	10255.29787	7094.318128
507	Gene507	9306.120418	7655.925372	11508.52438	13588.1457	7779.080846	6895.843266	6552.520155	7751.183588
7758	Gene7758	7990.314649	8453.411179	9136.716807	9486.369137	8855.052136	9491.251584	8907.634682	8689.57181
8265	Gene8265	8135.866321	9010.252732	7844.731012	8943.581875	7963.037197	9119.664767	11483.10891	8506.604231
2506	Gene2506	11733.39117	11912.10029	8462.605461	7673.783078	7116.91184	6400.057839	8283.426638	9417.138852
8783	Gene8783	12359.89107	9620.22061	8440.215462	8855.758383	7820.272391	9380.38072	7298.399589	7214.9246
8537	Gene8537	11545.50314	9142.319036	7702.960639	10610.85581	7984.001058	7753.92129	8660.255639	7586.802082
11400	Gene11400	8781.224644	8270.880843	8888.460916	8925.479166	8535.727603	9085.204035	9958.887082	8525.603762
4207	Gene4207	6544.131	8314.89162	7835.168855	7018.719186	8434.528553	7776.950551	11338.93738	13707.41871
1345	Gene1345	5385.661374	4938.133852	7909.428664	7028.538096	10794.3748	9635.513284	11848.5539	13428.44671
12882	Gene12882	9485.561284	10939.77757	6339.135103	9506.286616	7642.84436	10857.95711	7090.638804	9096.712741
7905	Gene7905	7569.763387	8955.109194	8516.068313	9738.919845	8321.142161	10234.35028	7501.743778	10079.08402
1103	Gene1103	7530.908711	7184.501999	7587.535229	7567.828971	9043.791129	9124.175249	11491.47444	11370.06084
1441	Gene1441	6837.979087	6361.575991	6714.750194	6351.76938	9298.545925	8986.181643	13298.59419	13049.72446
3222	Gene3222	9386.746058	9656.718317	8828.088468	11401.3032	9447.3613	9445.486288	5933.429633	6795.161817
5408	Gene5408	5478.314486	4101.161639	5183.347411	14084.63944	9237.426125	11369.40799	9847.725428	11592.1141
12417	Gene12417	9329.852472	9210.383037	15598.38153	10732.74471	7810.919519	8049.115142	5178.475385	4959.465239
3019	Gene3019	11262.28845	14605.64658	10498.03455	9519.277938	8480.032281	7636.347459	3925.409398	4938.388371
7493	Gene7493	8113.363228	7317.605406	8001.363999	8763.139859	12449.83356	10015.47344	8028.46787	8175.91245
6548	Gene6548	7540.799469	7369.245809	7245.895497	8542.501084	10838.05922	9725.207364	9693.054201	9899.432312
12390	Gene12390	8891.404047	9249.761611	9355.594464	9716.956666	9801.866438	8487.586815	7385.275242	7962.153904
878	Gene878	8332.244497	8642.143275	7165.584997	7301.618427	8407.086933	9125.527205	10581.46016	11285.11224
6501	Gene6501	7608.16663	7574.717196	8925.990569	7180.220127	11170.89842	9724.751888	9825.824955	8825.733416
7790	Gene7790	8072.301703	7680.415011	8825.870258	9069.721016	11828.93061	10297.48274	7751.759275	7300.459521
9172	Gene9172	8352.330934	8658.626667	7269.339057	8224.001157	8589.081825	8131.464227	10974.52533	10617.4657
8539	Gene8539	9466.471107	9841.85034	8645.118837	6067.495704	11254.99745	7424.105736	9827.395598	8276.795112
1228	Gene1228	5743.397209	5242.364507	6178.463835	5761.741939	7725.521412	7349.669111	15558.02021	17214.51908
11403	Gene11403	9820.252409	8191.68165	9043.777818	9556.057833	11442.02724	7783.815774	8079.307429	6849.823357
2001	Gene2001	6333.403794	6274.382885	7255.601284	5083.932312	10927.44888	12287.35144	12230.84135	10366.63156
7202	Gene7202	8927.511199	9634.03503	7680.352839	8189.060124	7626.722861	7979.863638	10225.31259	10479.87479
7655	Gene7655	8945.437507	7922.266106	9891.593999	9547.925612	8816.240767	8191.398506	8541.494519	8884.134814
12487	Gene12487	8258.913806	9907.436182	9601.956539	8772.040875	9160.064932	10298.89664	7089.920536	7646.390277
4210	Gene4210	8346.673501	8294.82213	8526.686353	8250.048997	7754.319011	8944.095946	10982.03884	9636.606398
3938	Gene3938	10092.3705	11753.48391	7666.487311	7707.963093	6424.136872	9381.258718	7884.31132	9819.701959
8793	Gene8793	7902.81129	6342.970311	9374.42323	9208.017552	10072.07526	11444.29536	8451.108614	7918.872439
9847	Gene9847	7944.336832	7057.792586	8278.642424	6758.886888	10325.78287	10799.75207	9995.04739	9552.968615
480	Gene480	9152.713114	9080.337986	16762.3365	14459.84112	6991.922401	7616.164631	2863.09337	3785.827383
6990	Gene6990	8011.877347	7998.916855	8367.367081	9170.542404	8663.512327	7081.275824	10203.28191	11208.85484
5506	Gene5506	7748.124751	8898.511498	8885.142284	10453.95343	9302.236051	8438.2717	9128.537581	7848.704864
10664	Gene10664	10452.28643	9785.762806	4181.293487	11630.42762	8096.168276	7675.080949	9474.459058	9401.236416
11150	Gene11150	5355.986757	6634.979185	10650.61965	18357.51052	8560.417895	7721.471629	5807.529367	7607.876323
12353	Gene12353	11084.88692	12783.92111	4523.400019	11618.0037	5979.254081	6299.283457	9500.957017	8880.927053
5393	Gene5393	9004.509793	8185.475703	6493.633753	7690.256788	10146.65086	10619.58141	8953.595044	9573.282775
412	Gene412	6850.685379	6816.935446	12546.5906	11585.44777	10564.61272	9708.863076	6193.675104	6391.395429
1948	Gene1948	6499.94787	7133.460184	4875.229695	7962.568009	10399.97993	10434.92992	11430.32376	11921.22548
10986	Gene10986	9612.10555	10567.69763	10152.51268	11694.69374	7761.979887	8315.286031	5088.011539	7460.258172
7271	Gene7271	9435.933624	7751.546495	8162.647543	10389.65939	8860.434233	10788.69852	7388.553039	7873.110272
10041	Gene10041	8033.996381	7478.701759	7995.959877	7739.163083	10508.75271	9965.478287	9560.946893	9360.574063
7274	Gene7274	8410.316036	9566.306389	8979.94384	9752.632782	8824.271001	9433.482924	7740.467565	7915.019491
3470	Gene3470	8763.56666	9460.130694	6410.11165	8860.500594	9607.981302	9585.152918	9318.509206	8596.144364
13649	Gene13649	10243.02454	7405.880926	8290.835577	14186.3928	6927.738696	7663.849979	7796.121739	8079.117246
